database_size,total_index_size,total_table_size,total_toast_size,time_since_stats_reset,index_hit_rate,table_hit_rate,wal_size
13 MB,472 kB,168 kB,0 bytes,6 days 23:24:34.583142,0.99,1.00,64 MB
